Age,Deck,Family_Size,Fare,Is_Married,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Ticket,Ticket_Frequency,Title
6,M,4,2,1,0,727,2,female,3,1.0,31027,2,Miss/Mrs/Ms
4,M,1,0,0,0,728,3,female,0,1.0,36866,1,Miss/Mrs/Ms
4,M,2,2,0,0,729,2,male,1,0.0,236853,2,Mr
4,M,2,0,0,0,730,3,female,1,0.0,STON/O2. 3101271,1,Miss/Mrs/Ms
6,ABC,1,3,0,0,731,1,female,0,1.0,24160,4,Miss/Mrs/Ms
2,M,1,2,0,0,732,3,male,0,0.0,2699,2,Mr
6,M,1,4,0,0,733,2,male,0,0.0,239855,1,Mr
4,M,1,1,0,0,734,2,male,0,0.0,28425,1,Mr
4,M,1,1,0,0,735,2,male,0,0.0,233639,1,Mr
6,M,1,2,0,0,736,3,male,0,0.0,54636,2,Mr
0,M,5,3,1,3,737,3,female,1,0.0,W./C. 6608,5,Miss/Mrs/Ms
6,ABC,1,3,0,0,738,1,male,0,1.0,PC 17755,4,Mr
4,M,1,0,0,0,739,3,male,0,0.0,349201,1,Mr
4,M,1,0,0,0,740,3,male,0,0.0,349218,1,Mr
0,DE,1,2,0,0,741,1,male,0,1.0,16988,1,Mr
0,ABC,2,3,0,0,742,1,male,1,0.0,19877,3,Mr
4,ABC,5,3,0,2,743,1,female,2,1.0,PC 17608,7,Miss/Mrs/Ms
4,M,2,2,0,0,744,3,male,1,0.0,376566,2,Mr
6,M,1,0,0,0,745,3,male,0,1.0,STON/O 2. 3101288,1,Mr
3,ABC,3,3,0,1,746,1,male,1,0.0,WE/P 5735,2,Dr/Military/Noble/Clergy
5,M,3,2,0,1,747,3,male,1,0.0,C.A. 2673,3,Mr
6,M,1,1,0,0,748,2,female,0,1.0,250648,1,Miss/Mrs/Ms
4,DE,2,3,0,0,749,1,male,1,0.0,113773,2,Mr
6,M,1,0,0,0,750,3,male,0,0.0,335097,1,Mr
1,M,3,2,0,1,751,2,female,1,1.0,29103,3,Miss/Mrs/Ms
2,DE,2,1,0,1,752,3,male,0,1.0,392096,2,Master
6,M,1,1,0,0,753,3,male,0,0.0,345780,1,Mr
4,M,1,0,0,0,754,3,male,0,0.0,349204,1,Mr
0,M,4,3,1,2,755,2,female,1,1.0,220845,5,Miss/Mrs/Ms
1,M,3,1,0,1,756,2,male,1,1.0,250649,2,Master
6,M,1,0,0,0,757,3,male,0,0.0,350042,1,Mr
5,M,1,1,0,0,758,2,male,0,0.0,29108,1,Mr
6,M,1,1,0,0,759,3,male,0,0.0,363294,1,Mr
6,ABC,1,3,0,0,760,1,female,0,1.0,110152,3,Miss/Mrs/Ms
4,M,1,1,0,0,761,3,male,0,0.0,358585,2,Mr
0,M,1,0,0,0,762,3,male,0,0.0,SOTON/O2 3101272,1,Mr
4,M,1,0,0,0,763,3,male,0,1.0,2663,1,Mr
0,ABC,4,3,1,2,764,1,female,1,1.0,113760,4,Miss/Mrs/Ms
5,M,1,0,0,0,765,3,male,0,0.0,347074,1,Mr
0,DE,2,3,1,0,766,1,female,1,1.0,13502,3,Miss/Mrs/Ms
0,M,1,3,0,0,767,1,male,0,0.0,112379,1,Dr/Military/Noble/Clergy
6,M,1,0,0,0,768,3,female,0,0.0,364850,1,Miss/Mrs/Ms
4,M,2,2,0,0,769,3,male,1,0.0,371110,3,Mr
6,M,1,1,0,0,770,3,male,0,0.0,8471,1,Mr
4,M,1,1,0,0,771,3,male,0,0.0,345781,1,Mr
0,M,1,0,0,0,772,3,male,0,0.0,350047,1,Mr
0,DE,1,1,1,0,773,2,female,0,0.0,S.O./P.P. 3,2,Miss/Mrs/Ms
4,M,1,0,0,0,774,3,male,0,0.0,2674,1,Mr
0,M,5,2,1,3,775,2,female,1,1.0,29105,2,Miss/Mrs/Ms
5,M,1,0,0,0,776,3,male,0,0.0,347078,1,Mr
4,FG,1,0,0,0,777,3,male,0,0.0,383121,1,Mr
1,M,1,1,0,0,778,3,female,0,1.0,364516,2,Miss/Mrs/Ms
4,M,1,0,0,0,779,3,male,0,0.0,36865,1,Mr
0,ABC,2,3,1,1,780,1,female,0,1.0,24160,4,Miss/Mrs/Ms
5,M,1,0,0,0,781,3,female,0,1.0,2687,1,Miss/Mrs/Ms
5,ABC,2,3,1,0,782,1,female,1,1.0,17474,2,Miss/Mrs/Ms
6,DE,1,2,0,0,783,1,male,0,0.0,113501,1,Mr
4,M,4,2,0,2,784,3,male,1,0.0,W./C. 6607,4,Mr
4,M,1,0,0,0,785,3,male,0,0.0,SOTON/O.Q. 3101312,1,Mr
4,M,1,0,0,0,786,3,male,0,0.0,374887,1,Mr
5,M,1,0,0,0,787,3,female,0,1.0,3101265,1,Miss/Mrs/Ms
2,M,6,2,0,1,788,3,male,4,0.0,382652,6,Master
1,M,4,2,0,2,789,3,male,1,1.0,C.A. 2315,4,Master
0,ABC,1,3,0,0,790,1,male,0,0.0,PC 17593,2,Mr
4,M,1,0,0,0,791,3,male,0,0.0,12460,1,Mr
5,M,1,2,0,0,792,2,male,0,0.0,239865,2,Mr
4,M,11,3,0,2,793,3,female,8,0.0,CA. 2343,11,Miss/Mrs/Ms
0,M,1,2,0,0,794,1,male,0,0.0,PC 17600,1,Mr
4,M,1,0,0,0,795,3,male,0,0.0,349203,1,Mr
0,M,1,1,0,0,796,2,male,0,0.0,28213,1,Mr
0,DE,1,2,0,0,797,1,female,0,1.0,17465,1,Dr/Military/Noble/Clergy
6,M,1,1,1,0,798,3,female,0,1.0,349244,1,Miss/Mrs/Ms
6,M,1,0,0,0,799,3,male,0,0.0,2685,1,Mr
6,M,3,2,1,1,800,3,female,1,0.0,345773,3,Miss/Mrs/Ms
6,M,1,1,0,0,801,2,male,0,0.0,250647,2,Mr
6,M,3,2,1,1,802,2,female,1,1.0,C.A. 31921,3,Miss/Mrs/Ms
2,ABC,4,3,0,2,803,1,male,1,1.0,113760,4,Master
1,M,2,1,0,1,804,3,male,0,1.0,2625,2,Master
6,M,1,0,0,0,805,3,male,0,1.0,347089,1,Mr
6,M,1,0,0,0,806,3,male,0,0.0,347063,1,Mr
0,ABC,1,4,0,0,807,1,male,0,0.0,112050,1,Mr
5,M,1,0,0,0,808,3,female,0,0.0,347087,1,Miss/Mrs/Ms
0,M,1,1,0,0,809,2,male,0,0.0,248723,1,Mr
6,DE,2,3,1,0,810,1,female,1,1.0,113806,2,Miss/Mrs/Ms
6,M,1,0,0,0,811,3,male,0,0.0,3474,1,Mr
0,M,1,2,0,0,812,3,male,0,0.0,A/4 48871,3,Mr
6,M,1,1,0,0,813,2,male,0,0.0,28206,1,Mr
2,M,7,3,0,2,814,3,female,4,0.0,347082,7,Miss/Mrs/Ms
6,M,1,1,0,0,815,3,male,0,0.0,364499,1,Mr
0,ABC,1,4,0,0,816,1,male,0,0.0,112058,2,Mr
4,M,1,0,0,0,817,3,female,0,0.0,STON/O2. 3101290,1,Miss/Mrs/Ms
6,M,3,3,0,1,818,2,male,1,0.0,S.C./PARIS 2079,3,Mr
0,M,1,0,0,0,819,3,male,0,0.0,C 7075,1,Mr
2,M,6,2,0,2,820,3,male,3,0.0,347088,6,Master
0,ABC,3,3,1,1,821,1,female,1,1.0,12749,4,Miss/Mrs/Ms
6,M,1,1,0,0,822,3,male,0,1.0,315098,1,Mr
0,M,1,4,0,0,823,1,male,0,0.0,19972,1,Dr/Military/Noble/Clergy
6,DE,2,1,1,1,824,3,female,0,1.0,392096,2,Miss/Mrs/Ms
1,M,6,3,0,1,825,3,male,4,0.0,3101295,7,Master
4,M,1,0,0,0,826,3,male,0,0.0,368323,1,Mr
4,M,1,3,0,0,827,3,male,0,0.0,1601,8,Mr
1,M,3,3,0,2,828,2,male,0,1.0,S.C./PARIS 2079,3,Master
4,M,1,0,0,0,829,3,male,0,1.0,367228,1,Mr
3,ABC,1,3,1,0,830,1,female,0,1.0,113572,2,Miss/Mrs/Ms
5,M,2,1,1,0,831,3,female,1,1.0,2659,2,Miss/Mrs/Ms
1,M,3,2,0,1,832,2,male,1,1.0,29106,3,Master
4,M,1,0,0,0,833,3,male,0,0.0,2671,1,Mr
4,M,1,0,0,0,834,3,male,0,0.0,347468,1,Mr
5,M,1,1,0,0,835,3,male,0,0.0,2223,1,Mr
0,DE,3,3,0,1,836,1,female,1,1.0,PC 17756,3,Miss/Mrs/Ms
4,M,1,1,0,0,837,3,male,0,0.0,315097,1,Mr
4,M,1,1,0,0,838,3,male,0,0.0,392092,1,Mr
6,M,1,3,0,0,839,3,male,0,1.0,1601,8,Mr
0,ABC,1,2,0,0,840,1,male,0,1.0,11774,1,Mr
4,M,1,0,0,0,841,3,male,0,0.0,SOTON/O2 3101287,1,Mr
5,M,1,1,0,0,842,2,male,0,0.0,S.O./P.P. 3,2,Mr
6,M,1,2,0,0,843,1,female,0,1.0,113798,2,Miss/Mrs/Ms
6,M,1,0,0,0,844,3,male,0,0.0,2683,1,Mr
5,M,1,1,0,0,845,3,male,0,0.0,315090,1,Mr
0,M,1,0,0,0,846,3,male,0,0.0,C.A. 5547,1,Mr
4,M,11,3,0,2,847,3,male,8,0.0,CA. 2343,11,Mr
6,M,1,0,0,0,848,3,male,0,0.0,349213,1,Mr
6,M,2,3,0,1,849,2,male,0,0.0,248727,3,Dr/Military/Noble/Clergy
0,ABC,2,3,1,0,850,1,female,1,1.0,17453,2,Miss/Mrs/Ms
1,M,7,3,0,2,851,3,male,4,0.0,347082,7,Master
3,M,1,0,0,0,852,3,male,0,0.0,347060,1,Mr
2,M,3,2,0,1,853,3,female,1,0.0,2678,3,Miss/Mrs/Ms
5,DE,2,3,0,1,854,1,female,0,1.0,PC 17592,2,Miss/Mrs/Ms
0,M,2,2,1,0,855,2,female,1,0.0,244252,2,Miss/Mrs/Ms
5,M,2,1,1,1,856,3,female,0,1.0,392091,2,Miss/Mrs/Ms
0,M,3,3,1,1,857,1,female,1,1.0,36928,4,Miss/Mrs/Ms
0,DE,1,2,0,0,858,1,male,0,1.0,113055,1,Mr
4,M,4,2,1,3,859,3,female,0,1.0,2666,4,Miss/Mrs/Ms
4,M,1,0,0,0,860,3,male,0,0.0,2629,1,Mr
0,M,3,1,0,0,861,3,male,2,0.0,350026,2,Mr
4,M,2,1,0,0,862,2,male,1,0.0,28134,1,Mr
0,DE,1,2,1,0,863,1,female,0,1.0,17466,1,Miss/Mrs/Ms
4,M,11,3,0,2,864,3,female,8,0.0,CA. 2343,11,Miss/Mrs/Ms
4,M,1,1,0,0,865,2,male,0,0.0,233866,1,Mr
0,M,1,1,1,0,866,2,female,0,1.0,236852,1,Miss/Mrs/Ms
6,M,2,1,0,0,867,2,female,1,1.0,SC/PARIS 2149,1,Miss/Mrs/Ms
6,ABC,1,3,0,0,868,1,male,0,0.0,PC 17590,1,Mr
4,M,1,1,0,0,869,3,male,0,0.0,345777,1,Mr
1,M,3,1,0,1,870,3,male,1,1.0,347742,3,Master
6,M,1,0,0,0,871,3,male,0,0.0,349248,1,Mr
0,DE,3,3,1,1,872,1,female,1,1.0,11751,2,Miss/Mrs/Ms
6,ABC,1,0,0,0,873,1,male,0,0.0,695,1,Mr
0,M,1,1,0,0,874,3,male,0,0.0,345765,1,Mr
6,M,2,2,1,0,875,2,female,1,1.0,P/PP 3381,2,Miss/Mrs/Ms
5,M,1,0,0,0,876,3,female,0,1.0,2667,1,Miss/Mrs/Ms
4,M,1,1,0,0,877,3,male,0,0.0,7534,2,Mr
4,M,1,0,0,0,878,3,male,0,0.0,349212,1,Mr
4,M,1,0,0,0,879,3,male,0,0.0,349217,1,Mr
0,ABC,2,3,1,1,880,1,female,0,1.0,11767,3,Miss/Mrs/Ms
4,M,2,2,1,1,881,2,female,0,1.0,230433,2,Miss/Mrs/Ms
6,M,1,0,0,0,882,3,male,0,0.0,349257,1,Mr
4,M,1,1,0,0,883,3,female,0,0.0,7552,1,Miss/Mrs/Ms
6,M,1,1,0,0,884,2,male,0,0.0,C.A./SOTON 34068,1,Mr
4,M,1,0,0,0,885,3,male,0,0.0,SOTON/OQ 392076,1,Mr
0,M,6,2,1,5,886,3,female,0,0.0,382652,6,Miss/Mrs/Ms
6,M,1,1,0,0,887,2,male,0,0.0,211536,1,Dr/Military/Noble/Clergy
4,ABC,1,2,0,0,888,1,female,0,1.0,112053,1,Miss/Mrs/Ms
4,M,4,2,0,2,889,3,female,1,0.0,W./C. 6607,4,Miss/Mrs/Ms
6,ABC,1,2,0,0,890,1,male,0,1.0,111369,1,Mr
6,M,1,0,0,0,891,3,male,0,0.0,370376,1,Mr
6,M,1,0,0,0,892,3,male,0,,330911,1,Mr
0,M,2,0,1,0,893,3,female,1,,363272,1,Miss/Mrs/Ms
3,M,1,1,0,0,894,2,male,0,,240276,1,Mr
6,M,1,1,0,0,895,3,male,0,,315154,1,Mr
4,M,3,1,1,1,896,3,female,1,,3101298,2,Miss/Mrs/Ms
5,M,1,1,0,0,897,3,male,0,,7538,1,Mr
6,M,1,0,0,0,898,3,female,0,,330972,1,Miss/Mrs/Ms
6,M,3,2,0,1,899,2,male,1,,248738,3,Mr
5,M,1,0,1,0,900,3,female,0,,2657,1,Miss/Mrs/Ms
4,M,3,2,0,0,901,3,male,2,,A/4 48871,3,Mr
4,M,1,0,0,0,902,3,male,0,,349220,1,Mr
0,M,1,2,0,0,903,1,male,0,,694,1,Mr
4,ABC,2,3,1,0,904,1,female,1,,21228,2,Miss/Mrs/Ms
3,M,2,2,0,0,905,2,male,1,,24065,2,Mr
0,DE,2,3,1,0,906,1,female,1,,W.E.P. 5734,2,Miss/Mrs/Ms
4,M,2,2,1,0,907,2,female,1,,SC/PARIS 2167,2,Miss/Mrs/Ms
6,M,1,1,0,0,908,2,male,0,,233734,1,Mr
4,M,1,0,0,0,909,3,male,0,,2692,1,Mr
6,M,2,0,0,0,910,3,female,1,,STON/O2. 3101270,1,Miss/Mrs/Ms
0,M,1,0,1,0,911,3,female,0,,2696,1,Miss/Mrs/Ms
0,M,2,3,0,0,912,1,male,1,,PC 17603,2,Mr
2,M,2,0,0,1,913,3,male,0,,C 17368,1,Master
0,M,1,3,1,0,914,1,female,0,,PC 17598,1,Miss/Mrs/Ms
4,M,2,3,0,1,915,1,male,0,,PC 17597,2,Mr
0,ABC,5,3,1,3,916,1,female,1,,PC 17608,7,Miss/Mrs/Ms
0,M,2,1,0,0,917,3,male,1,,A/5. 3337,2,Mr
4,ABC,2,3,0,1,918,1,female,0,,113509,2,Miss/Mrs/Ms
4,M,1,0,0,0,919,3,male,0,,2698,1,Mr
0,ABC,1,2,0,0,920,1,male,0,,113054,1,Mr
4,M,3,2,0,0,921,3,male,2,,2662,3,Mr
0,M,2,2,0,0,922,2,male,1,,SC/AH 3085,2,Mr
4,M,3,3,0,0,923,2,male,2,,C.A. 31029,3,Mr
6,M,4,2,1,2,924,3,female,1,,C.A. 2315,4,Miss/Mrs/Ms
4,M,4,2,1,2,925,3,female,1,,W./C. 6607,4,Miss/Mrs/Ms
6,ABC,2,3,0,0,926,1,male,1,,13236,2,Mr
4,M,1,0,0,0,927,3,male,0,,2682,1,Mr
4,M,1,1,0,0,928,3,female,0,,342712,1,Miss/Mrs/Ms
4,M,1,1,0,0,929,3,female,0,,315087,1,Miss/Mrs/Ms
4,M,1,1,0,0,930,3,male,0,,345768,1,Mr
4,M,1,3,0,0,931,3,male,0,,1601,8,Mr
0,M,2,1,0,1,932,3,male,0,,349256,2,Mr
0,DE,1,2,0,0,933,1,male,0,,113778,1,Mr
0,M,1,0,0,0,934,3,male,0,,SOTON/O.Q. 3101263,1,Mr
6,M,1,1,1,0,935,2,female,0,,237249,1,Miss/Mrs/Ms
0,DE,2,3,1,0,936,1,female,1,,11753,2,Miss/Mrs/Ms
4,M,1,0,0,0,937,3,male,0,,STON/O 2. 3101291,1,Mr
0,ABC,1,2,0,0,938,1,male,0,,PC 17594,1,Mr
4,M,1,0,0,0,939,3,male,0,,370374,1,Mr
0,DE,1,3,1,0,940,1,female,0,,11813,2,Miss/Mrs/Ms
0,M,3,2,1,2,941,3,female,0,,C.A. 37671,3,Miss/Mrs/Ms
4,ABC,2,3,0,0,942,1,male,1,,13695,2,Mr
6,M,1,2,0,0,943,2,male,0,,SC/PARIS 2168,1,Mr
4,M,4,2,0,1,944,2,female,2,,29105,2,Miss/Mrs/Ms
6,ABC,6,3,0,2,945,1,female,3,,19950,6,Miss/Mrs/Ms
6,M,1,2,0,0,946,2,male,0,,SC/A.3 2861,1,Mr
2,M,6,2,0,1,947,3,male,4,,382652,6,Master
6,M,1,0,0,0,948,3,male,0,,349230,1,Mr
4,FG,1,0,0,0,949,3,male,0,,348122,1,Mr
4,M,2,2,0,0,950,3,male,1,,386525,2,Mr
0,ABC,1,3,0,0,951,1,female,0,,PC 17608,7,Miss/Mrs/Ms
5,M,1,0,0,0,952,3,male,0,,349232,1,Mr
6,M,1,1,0,0,953,2,male,0,,237216,1,Mr
5,M,1,0,0,0,954,3,male,0,,347090,1,Mr
4,M,1,0,0,0,955,3,female,0,,334914,1,Miss/Mrs/Ms
5,ABC,5,3,0,2,956,1,male,2,,PC 17608,7,Master
6,M,1,2,1,0,957,2,female,0,,F.C.C. 13534,2,Miss/Mrs/Ms
5,M,1,0,0,0,958,3,female,0,,330963,1,Miss/Mrs/Ms
0,M,1,3,0,0,959,1,male,0,,113796,2,Mr
6,ABC,1,2,0,0,960,1,male,0,,2543,1,Mr
0,ABC,6,3,1,4,961,1,female,1,,19950,6,Miss/Mrs/Ms
4,M,1,0,0,0,962,3,female,0,,382653,1,Miss/Mrs/Ms
4,M,1,0,0,0,963,3,male,0,,349211,1,Mr
6,M,1,0,0,0,964,3,female,0,,3101297,1,Miss/Mrs/Ms
6,DE,1,2,0,0,965,1,male,0,,PC 17562,1,Mr
6,ABC,1,3,0,0,966,1,female,0,,113503,5,Miss/Mrs/Ms
6,ABC,1,3,0,0,967,1,male,0,,113503,5,Mr
4,M,1,1,0,0,968,3,male,0,,359306,1,Mr
0,ABC,3,2,1,0,969,1,female,2,,11770,1,Miss/Mrs/Ms
6,M,1,1,0,0,970,2,male,0,,248744,1,Mr
4,M,1,0,0,0,971,3,female,0,,368702,1,Miss/Mrs/Ms
2,M,3,2,0,1,972,3,male,1,,2678,3,Master
3,ABC,2,3,0,0,973,1,male,1,,PC 17483,4,Mr
0,M,1,2,0,0,974,1,male,0,,19924,1,Mr
4,M,1,0,0,0,975,3,male,0,,349238,1,Mr
6,M,1,1,0,0,976,2,male,0,,240261,1,Mr
4,M,2,1,0,0,977,3,male,1,,2660,2,Mr
6,M,1,0,0,0,978,3,female,0,,330844,1,Miss/Mrs/Ms
5,M,1,1,0,0,979,3,female,0,,A/4 31416,1,Miss/Mrs/Ms
4,M,1,0,0,0,980,3,female,0,,364856,1,Miss/Mrs/Ms
1,M,3,2,0,1,981,2,male,1,,29103,3,Master
4,M,2,1,1,0,982,3,female,1,,347072,2,Miss/Mrs/Ms
4,M,1,0,0,0,983,3,male,0,,345498,1,Mr
6,ABC,4,3,1,2,984,1,female,1,,F.C. 12750,2,Miss/Mrs/Ms
4,M,1,1,0,0,985,3,male,0,,376563,1,Mr
4,M,1,2,0,0,986,1,male,0,,13905,1,Mr
4,M,1,0,0,0,987,3,male,0,,350033,1,Mr
3,ABC,2,3,1,0,988,1,female,1,,19877,3,Miss/Mrs/Ms
6,M,1,0,0,0,989,3,male,0,,STON/O 2. 3101268,1,Mr
4,M,1,0,0,0,990,3,female,0,,347471,1,Miss/Mrs/Ms
6,M,1,1,0,0,991,3,male,0,,A./5. 3338,1,Mr
0,ABC,2,3,1,0,992,1,female,1,,11778,2,Miss/Mrs/Ms
6,M,2,2,0,0,993,2,male,1,,228414,2,Mr
4,M,1,0,0,0,994,3,male,0,,365235,1,Mr
6,M,1,0,0,0,995,3,male,0,,347070,1,Mr
5,M,3,1,1,1,996,3,female,1,,2625,2,Miss/Mrs/Ms
6,M,1,2,0,0,997,3,male,0,,C 4001,3,Mr
4,M,1,0,0,0,998,3,male,0,,330920,1,Mr
4,M,1,0,0,0,999,3,male,0,,383162,1,Mr
4,M,1,1,0,0,1000,3,male,0,,3410,1,Mr
4,FG,1,1,0,0,1001,2,male,0,,248734,1,Mr
0,M,1,2,0,0,1002,2,male,0,,237734,1,Mr
4,M,1,0,0,0,1003,3,female,0,,330968,1,Miss/Mrs/Ms
0,ABC,1,3,0,0,1004,1,female,0,,PC 17531,1,Miss/Mrs/Ms
4,M,1,0,0,0,1005,3,female,0,,329944,1,Miss/Mrs/Ms
3,ABC,2,3,1,0,1006,1,female,1,,PC 17483,4,Miss/Mrs/Ms
5,M,2,1,0,0,1007,3,male,1,,2680,2,Mr
4,M,1,0,0,0,1008,3,male,0,,2681,1,Mr
1,FG,3,2,0,1,1009,3,female,1,,PP 9549,3,Miss/Mrs/Ms
0,ABC,1,3,0,0,1010,1,male,0,,13050,2,Mr
6,M,2,2,1,0,1011,2,female,1,,SC/AH 29037,2,Miss/Mrs/Ms
2,M,1,2,0,0,1012,2,female,0,,C.A. 33595,2,Miss/Mrs/Ms
4,M,2,0,0,0,1013,3,male,1,,367227,1,Mr
6,ABC,2,3,1,0,1014,1,female,1,,13236,2,Miss/Mrs/Ms
6,M,1,0,0,0,1015,3,male,0,,392095,1,Mr
4,M,1,0,0,0,1016,3,male,0,,368783,1,Mr
5,M,2,2,0,1,1017,3,female,0,,371362,2,Miss/Mrs/Ms
4,M,1,0,0,0,1018,3,male,0,,350045,1,Mr
4,M,3,2,0,0,1019,3,female,2,,367226,3,Miss/Mrs/Ms
0,M,1,1,0,0,1020,2,male,0,,211535,1,Mr
4,M,1,1,0,0,1021,3,male,0,,342441,1,Mr
6,M,1,1,0,0,1022,3,male,0,,STON/OQ. 369943,1,Mr
0,ABC,1,2,0,0,1023,1,male,0,,113780,1,Dr/Military/Noble/Clergy
4,M,5,2,1,4,1024,3,female,0,,4133,5,Miss/Mrs/Ms
4,M,2,0,0,0,1025,3,male,1,,2621,1,Mr
0,M,1,0,0,0,1026,3,male,0,,349226,1,Mr
4,M,1,0,0,0,1027,3,male,0,,350409,1,Mr
6,M,1,0,0,0,1028,3,male,0,,2656,1,Mr
6,M,1,1,0,0,1029,2,male,0,,248659,1,Mr
4,M,1,1,0,0,1030,3,female,0,,SOTON/OQ 392083,1,Miss/Mrs/Ms
0,M,8,3,0,6,1031,3,male,1,,CA 2144,8,Mr
2,M,8,3,0,2,1032,3,female,5,,CA 2144,8,Miss/Mrs/Ms
6,M,1,3,0,0,1033,1,female,0,,113781,6,Miss/Mrs/Ms
3,ABC,5,3,0,3,1034,1,male,1,,PC 17608,7,Mr
6,M,1,2,0,0,1035,2,male,0,,244358,2,Mr
0,M,1,2,0,0,1036,1,male,0,,17475,1,Mr
6,M,4,2,0,0,1037,3,male,3,,345763,2,Mr
0,DE,1,3,0,0,1038,1,male,0,,17463,2,Mr
4,M,1,1,0,0,1039,3,male,0,,SC/A4 23568,1,Mr
0,M,1,2,0,0,1040,1,male,0,,113791,1,Mr
6,M,3,2,0,1,1041,2,male,1,,250651,2,Dr/Military/Noble/Clergy
4,ABC,2,3,1,1,1042,1,female,0,,11767,3,Miss/Mrs/Ms
4,M,1,0,0,0,1043,3,male,0,,349255,1,Mr
3,M,1,0,0,0,1044,3,male,0,,3701,1,Mr
0,M,3,1,1,2,1045,3,female,0,,350405,2,Miss/Mrs/Ms
5,M,7,3,0,2,1046,3,male,4,,347077,7,Master
4,M,1,0,0,0,1047,3,male,0,,S.O./P.P. 752,1,Mr
6,ABC,1,3,0,0,1048,1,female,0,,PC 17483,4,Miss/Mrs/Ms
4,M,1,0,0,0,1049,3,female,0,,347469,1,Miss/Mrs/Ms
0,DE,1,2,0,0,1050,1,male,0,,110489,1,Mr
6,M,3,1,1,2,1051,3,female,0,,SOTON/O.Q. 3101315,3,Miss/Mrs/Ms
4,M,1,0,0,0,1052,3,female,0,,335432,1,Miss/Mrs/Ms
2,M,3,2,0,1,1053,3,male,1,,2650,3,Master
6,M,1,1,0,0,1054,2,female,0,,220844,1,Miss/Mrs/Ms
4,M,1,0,0,0,1055,3,male,0,,343271,1,Mr
0,M,1,1,0,0,1056,2,male,0,,237393,1,Dr/Military/Noble/Clergy
6,M,3,2,1,1,1057,3,female,1,,315153,3,Miss/Mrs/Ms
0,ABC,1,3,0,0,1058,1,male,0,,PC 17591,1,Mr
5,M,5,3,0,2,1059,3,male,2,,W./C. 6608,5,Mr
0,M,1,2,1,0,1060,1,female,0,,17770,1,Miss/Mrs/Ms
4,M,1,1,0,0,1061,3,female,0,,7548,1,Miss/Mrs/Ms
4,M,1,0,0,0,1062,3,male,0,,S.O./P.P. 251,1,Mr
6,M,1,0,0,0,1063,3,male,0,,2670,1,Mr
4,M,2,1,0,0,1064,3,male,1,,347072,2,Mr
4,M,1,0,0,0,1065,3,male,0,,2673,1,Mr
0,M,7,3,0,5,1066,3,male,1,,347077,7,Mr
5,M,3,3,0,2,1067,2,female,0,,29750,3,Miss/Mrs/Ms
4,M,1,3,0,0,1068,2,female,0,,C.A. 33112,4,Miss/Mrs/Ms
0,ABC,2,3,0,0,1069,1,male,1,,11778,2,Mr
0,FG,4,3,1,3,1070,2,female,0,,230136,4,Miss/Mrs/Ms
3,DE,3,3,1,2,1071,1,female,0,,PC 17756,3,Miss/Mrs/Ms
6,M,1,1,0,0,1072,2,male,0,,233478,1,Mr
0,DE,3,3,0,1,1073,1,male,1,,PC 17756,3,Mr
5,DE,2,3,1,0,1074,1,female,1,,113773,2,Miss/Mrs/Ms
4,M,1,0,0,0,1075,3,male,0,,7935,1,Mr
6,ABC,3,3,1,1,1076,1,female,1,,PC 17558,3,Miss/Mrs/Ms
0,M,1,2,0,0,1077,2,male,0,,239059,1,Mr
4,M,2,2,0,1,1078,2,female,0,,S.O./P.P. 2,2,Miss/Mrs/Ms
5,M,3,1,0,0,1079,3,male,2,,A/4 48873,1,Mr
4,M,11,3,0,2,1080,3,female,8,,CA. 2343,11,Miss/Mrs/Ms
0,M,1,1,0,0,1081,2,male,0,,28221,1,Mr
6,M,2,2,0,0,1082,2,male,1,,226875,2,Mr
0,M,1,2,0,0,1083,1,male,0,,111163,1,Mr
2,M,3,1,0,1,1084,3,male,1,,A/5. 851,3,Master
3,M,1,1,0,0,1085,2,male,0,,235509,1,Mr
2,M,3,3,0,2,1086,2,male,0,,28220,3,Master
6,M,1,0,0,0,1087,3,male,0,,347465,1,Mr
2,DE,3,3,0,2,1088,1,male,0,,16966,5,Master
5,M,1,0,0,0,1089,3,female,0,,347066,1,Miss/Mrs/Ms
4,M,1,1,0,0,1090,2,male,0,,C.A. 31030,1,Mr
4,M,1,1,1,0,1091,3,female,0,,65305,1,Miss/Mrs/Ms
4,M,1,2,0,0,1092,3,female,0,,36568,2,Miss/Mrs/Ms
1,M,3,1,0,2,1093,3,male,0,,347080,3,Master
0,ABC,2,3,0,0,1094,1,male,1,,PC 17757,5,Dr/Military/Noble/Clergy
2,M,3,2,0,1,1095,2,female,1,,26360,3,Miss/Mrs/Ms
4,M,1,1,0,0,1096,2,male,0,,C.A. 34050,1,Mr
0,M,1,2,0,0,1097,1,male,0,,F.C. 12998,1,Mr
6,M,1,0,0,0,1098,3,female,0,,9232,1,Miss/Mrs/Ms
4,M,1,1,0,0,1099,2,male,0,,28034,1,Mr
6,ABC,1,2,0,0,1100,1,female,0,,PC 17613,1,Miss/Mrs/Ms
4,M,1,0,0,0,1101,3,male,0,,349250,1,Mr
6,M,1,2,0,0,1102,3,male,0,,C 4001,3,Mr
4,M,1,0,0,0,1103,3,male,0,,SOTON/O.Q. 3101308,1,Mr
5,M,1,3,0,0,1104,2,male,0,,S.O.C. 14879,7,Mr
